Recall@1,Recall@3,Recall@5,MRR,mAP,ROC-AUC,PR-AUC/AP
0.7096018735362998,0.7939110070257611,0.8313817330210773,0.7722256183634435,0.7722256183634435,0.7603652067294713,0.20563707135693723
