"Symbol";"Value";"Unit";
"TraceParts.PartNumber";"90-23112023-049505";"";
"REFERENCE";"2453650";"";
"TraceParts.PartTitle";"1/2 X 1 1/2 LAG BOLT GALVANIZED";"";
"TraceParts.InstanceId";"90-23112023-0495052N3XX9WWY2MK673V115V3T3RA";"";
"SUPPLIER";"RS PRO";"";
"DESIGN";"1/2 X 1 1/2 LAG BOLT GALVANIZED";"";
"TRACEPARTS";"TRACEPARTS";"";
"TraceParts.PartLanguage";"en";"";
"TraceParts.PartVersion";"1.0.0";"";
