"Symbol";"Value";"Unit";
"TraceParts.PartNumber";"90-23112023-032765";"";
"REFERENCE";"2454295";"";
"TraceParts.PartTitle";"1/2 X 10 LAG BOLT GALVANIZED";"";
"TraceParts.InstanceId";"90-23112023-0327652N3XX9WWY2MK673V115V3T3RA";"";
"SUPPLIER";"RS PRO";"";
"DESIGN";"1/2 X 10 LAG BOLT GALVANIZED";"";
"TRACEPARTS";"TRACEPARTS";"";
"TraceParts.PartLanguage";"en";"";
"TraceParts.PartVersion";"1.0.1";"";
